date,category,commodity,unit,gtqprice,usdprice
2014-03-15,"meat, fish and eggs",Fish (tilapia),100 Pounds,1042.86,134.9206
2014-03-15,miscellaneous food,Jalapeño pepper (big size),36 Pounds,116.92,15.1266
2014-03-15,miscellaneous food,Jalapeño pepper (medium size),36 Pounds,97.69,12.6387
2014-03-15,miscellaneous food,"Lemons (Criollo, medium size)",17.5 KG,489.92,63.3837
2014-03-15,pulses and nuts,Beans (black),100 Pounds,297.71,38.5164
2014-03-15,pulses and nuts,Beans (black),45 KG,297.35,38.4698
2014-03-15,pulses and nuts,Beans (red),100 Pounds,375.52,48.5831
2014-03-15,pulses and nuts,Beans (white),100 Pounds,449.43,58.1452
2014-03-15,vegetables and fruits,"Avocados (Hass, medium size)",7 KG,104.62,13.5353
2014-03-15,vegetables and fruits,Bananas (medium size),100 Pounds,100.0,12.9376
2014-03-15,vegetables and fruits,Cabbage,27 KG,24.23,3.1348
2014-03-15,vegetables and fruits,Carrots,13.92 KG,27.31,3.5332
2014-03-15,vegetables and fruits,"Lemons (Persa, medium size)",110 KG,1430.77,185.1066
2014-03-15,vegetables and fruits,Melons (cantaloupe),75 KG,415.46,53.7504
2014-03-15,vegetables and fruits,Oranges (Piña),18.9 KG,39.62,5.1259
2014-03-15,vegetables and fruits,"Oranges (Valencia, medium size)",23.9 KG,58.46,7.5633
2014-03-15,vegetables and fruits,Papaya,40 Pounds,66.38,8.5879
2014-03-15,vegetables and fruits,Pineapples,105 KG,372.85,48.2377
2014-03-15,vegetables and fruits,Plantains (big size),29 KG,124.62,16.1228
2014-03-15,vegetables and fruits,Plantains (medium size),20.5 KG,96.15,12.4395
2014-03-15,vegetables and fruits,Strawberries,40 Pounds,72.54,9.3849
2014-03-15,vegetables and fruits,Watermelons,177.35 KG,715.23,92.5333
2014-04-15,cereals and tubers,Maize (white),100 Pounds,133.02,17.1418
2014-04-15,cereals and tubers,Maize (yellow),100 Pounds,135.0,17.3969
2014-04-15,cereals and tubers,Potatoes,100 Pounds,165.15,21.2822
2014-04-15,cereals and tubers,Rice (high quality),100 Pounds,329.47,42.4575
2014-04-15,cereals and tubers,Rice (medium quality),100 Pounds,308.16,39.7113
2014-04-15,cereals and tubers,"Rice (ordinary, first quality)",45 KG,329.42,42.451
2014-04-15,cereals and tubers,"Rice (ordinary, second quality)",45 KG,307.75,39.6585
2014-04-15,cereals and tubers,Sorghum,100 Pounds,120.0,15.4639
2014-04-15,"meat, fish and eggs",Fish (tilapia),100 Pounds,1100.0,141.7526
2014-04-15,miscellaneous food,Jalapeño pepper (big size),36 Pounds,125.45,16.1662
2014-04-15,miscellaneous food,Jalapeño pepper (medium size),36 Pounds,109.55,14.1173
2014-04-15,miscellaneous food,"Lemons (Criollo, medium size)",17.5 KG,384.73,49.5786
2014-04-15,pulses and nuts,Beans (black),100 Pounds,316.05,40.7281
2014-04-15,pulses and nuts,Beans (black),45 KG,315.87,40.7049
2014-04-15,pulses and nuts,Beans (red),100 Pounds,416.53,53.6765
2014-04-15,pulses and nuts,Beans (white),100 Pounds,443.0,57.0876
2014-04-15,vegetables and fruits,"Avocados (Hass, medium size)",7 KG,112.36,14.4794
2014-04-15,vegetables and fruits,Bananas (medium size),100 Pounds,100.0,12.8866
2014-04-15,vegetables and fruits,Cabbage,27 KG,33.18,4.2758
2014-04-15,vegetables and fruits,Carrots,13.92 KG,29.09,3.7487
2014-04-15,vegetables and fruits,"Lemons (Persa, medium size)",110 KG,1230.27,158.5399
2014-04-15,vegetables and fruits,Melons (cantaloupe),75 KG,351.55,45.3028
2014-04-15,vegetables and fruits,Oranges (Piña),18.9 KG,43.18,5.5644
2014-04-15,vegetables and fruits,"Oranges (Valencia, medium size)",23.9 KG,64.64,8.3299
2014-04-15,vegetables and fruits,Papaya,40 Pounds,95.91,12.3595
2014-04-15,vegetables and fruits,Pineapples,105 KG,374.0,48.1959
2014-04-15,vegetables and fruits,Plantains (big size),29 KG,120.0,15.4639
2014-04-15,vegetables and fruits,Plantains (medium size),20.5 KG,95.45,12.3003
2014-04-15,vegetables and fruits,Strawberries,40 Pounds,100.91,13.0039
2014-04-15,vegetables and fruits,Watermelons,177.35 KG,751.45,96.8363
2014-05-15,cereals and tubers,Maize (white),100 Pounds,137.2,17.772
2014-05-15,cereals and tubers,"Maize (white, biofortified)",100 Pounds,138.2,17.9016
2014-05-15,cereals and tubers,Maize (yellow),100 Pounds,143.6,18.601
2014-05-15,cereals and tubers,Potatoes,100 Pounds,166.15,21.5224
2014-05-15,cereals and tubers,Rice (high quality),100 Pounds,328.48,42.5492
2014-05-15,cereals and tubers,Rice (medium quality),100 Pounds,309.71,40.1179
2014-05-15,cereals and tubers,"Rice (ordinary, first quality)",45 KG,328.5,42.5518
2014-05-15,cereals and tubers,"Rice (ordinary, second quality)",45 KG,309.8,40.1295
2014-05-15,cereals and tubers,Sorghum,100 Pounds,130.24,16.8705
2014-05-15,"meat, fish and eggs",Fish (tilapia),100 Pounds,1100.0,142.487
2014-05-15,miscellaneous food,Jalapeño pepper (big size),36 Pounds,95.38,12.3549
2014-05-15,miscellaneous food,Jalapeño pepper (medium size),36 Pounds,76.15,9.864
2014-05-15,miscellaneous food,"Lemons (Criollo, medium size)",17.5 KG,173.08,22.4197
2014-05-15,pulses and nuts,Beans (black),100 Pounds,338.9,43.899
2014-05-15,pulses and nuts,Beans (black),45 KG,338.85,43.8925
2014-05-15,pulses and nuts,Beans (red),100 Pounds,538.14,69.7073
2014-05-15,pulses and nuts,Beans (white),100 Pounds,440.1,57.0078
2014-05-15,vegetables and fruits,"Avocados (Hass, medium size)",7 KG,116.92,15.1451
2014-05-15,vegetables and fruits,Bananas (medium size),100 Pounds,100.0,12.9534
2014-05-15,vegetables and fruits,Cabbage,27 KG,30.38,3.9352
2014-05-15,vegetables and fruits,Carrots,13.92 KG,35.77,4.6334
2014-05-15,vegetables and fruits,"Lemons (Persa, medium size)",110 KG,415.54,53.8264
2014-05-15,vegetables and fruits,Melons (cantaloupe),75 KG,346.23,44.8484
2014-05-15,vegetables and fruits,Oranges (Piña),18.9 KG,44.62,5.7798
2014-05-15,vegetables and fruits,"Oranges (Valencia, medium size)",23.9 KG,60.77,7.8718
2014-05-15,vegetables and fruits,Papaya,40 Pounds,87.69,11.3588
2014-05-15,vegetables and fruits,Pineapples,105 KG,332.23,43.035
2014-05-15,vegetables and fruits,Plantains (big size),29 KG,110.0,14.2487
2014-05-15,vegetables and fruits,Plantains (medium size),20.5 KG,79.23,10.263
2014-05-15,vegetables and fruits,Strawberries,40 Pounds,98.69,12.7837
2014-05-15,vegetables and fruits,Watermelons,177.35 KG,707.69,91.6697
2014-06-15,cereals and tubers,Maize (white),100 Pounds,140.2,18.0262
2014-06-15,cereals and tubers,"Maize (white, biofortified)",100 Pounds,140.75,18.0969
2014-06-15,cereals and tubers,Maize (yellow),100 Pounds,147.85,19.0098
2014-06-15,cereals and tubers,Potatoes,100 Pounds,196.85,25.3104
2014-06-15,cereals and tubers,Rice (high quality),100 Pounds,324.25,41.6905
2014-06-15,cereals and tubers,Rice (medium quality),100 Pounds,306.35,39.389
2014-06-15,cereals and tubers,"Rice (ordinary, first quality)",45 KG,324.6,41.7355
2014-06-15,cereals and tubers,"Rice (ordinary, second quality)",45 KG,306.5,39.4082
2014-06-15,cereals and tubers,Sorghum,100 Pounds,136.0,17.4862
2014-06-15,"meat, fish and eggs",Fish (tilapia),100 Pounds,1087.5,139.8253
2014-06-15,miscellaneous food,Jalapeño pepper (big size),36 Pounds,84.67,10.8864
2014-06-15,miscellaneous food,Jalapeño pepper (medium size),36 Pounds,63.0,8.1002
2014-06-15,miscellaneous food,"Lemons (Criollo, medium size)",17.5 KG,126.25,16.2326
2014-06-15,pulses and nuts,Beans (black),100 Pounds,344.05,44.2362
2014-06-15,pulses and nuts,Beans (black),45 KG,343.8,44.2041
2014-06-15,pulses and nuts,Beans (red),100 Pounds,586.1,75.3578
2014-06-15,pulses and nuts,Beans (white),100 Pounds,443.55,57.0295
2014-06-15,vegetables and fruits,"Avocados (Hass, medium size)",7 KG,124.17,15.9652
2014-06-15,vegetables and fruits,Bananas (medium size),100 Pounds,101.25,13.0182
2014-06-15,vegetables and fruits,Cabbage,27 KG,32.92,4.2327
2014-06-15,vegetables and fruits,Carrots,13.92 KG,50.83,6.5355
2014-06-15,vegetables and fruits,"Lemons (Persa, medium size)",110 KG,219.58,28.2325
2014-06-15,vegetables and fruits,Melons (cantaloupe),75 KG,387.5,49.8228
2014-06-15,vegetables and fruits,Oranges (Piña),18.9 KG,57.5,7.3931
2014-06-15,vegetables and fruits,"Oranges (Valencia, medium size)",23.9 KG,76.25,9.8038
2014-06-15,vegetables and fruits,Papaya,40 Pounds,91.92,11.8186
2014-06-15,vegetables and fruits,Peach (medium size),6.85 KG,140.0,18.0005
2014-06-15,vegetables and fruits,Pineapples,105 KG,289.0,37.1582
2014-06-15,vegetables and fruits,Plantains (big size),29 KG,110.0,14.1433
2014-06-15,vegetables and fruits,Plantains (medium size),20.5 KG,83.92,10.79
2014-06-15,vegetables and fruits,Strawberries,40 Pounds,75.83,9.7498
2014-06-15,vegetables and fruits,Watermelons,177.35 KG,786.33,101.1024
2014-07-15,cereals and tubers,Maize (white),100 Pounds,146.24,18.8941
2014-07-15,cereals and tubers,"Maize (white, biofortified)",100 Pounds,146.91,18.9806
2014-07-15,cereals and tubers,Maize (yellow),100 Pounds,147.85,19.1021
2014-07-15,cereals and tubers,Potatoes,100 Pounds,187.86,24.2713
2014-07-15,cereals and tubers,Rice (high quality),100 Pounds,320.48,41.4057
2014-07-15,cereals and tubers,Rice (medium quality),100 Pounds,305.0,39.4057
2014-07-15,cereals and tubers,"Rice (ordinary, first quality)",45 KG,320.52,41.4109
2014-07-15,cereals and tubers,"Rice (ordinary, second quality)",45 KG,305.0,39.4057
2014-07-15,cereals and tubers,Sorghum,100 Pounds,135.52,17.509
2014-07-15,"meat, fish and eggs",Fish (tilapia),100 Pounds,1000.0,129.199
2014-07-15,miscellaneous food,Jalapeño pepper (big size),36 Pounds,112.14,14.4884
2014-07-15,miscellaneous food,Jalapeño pepper (medium size),36 Pounds,94.29,12.1822
2014-07-15,miscellaneous food,"Lemons (Criollo, medium size)",17.5 KG,115.71,14.9496
2014-07-15,pulses and nuts,Beans (black),100 Pounds,351.74,45.4444
2014-07-15,pulses and nuts,Beans (black),45 KG,351.2,45.3747
2014-07-15,pulses and nuts,Beans (red),100 Pounds,634.7,82.0026
2014-07-15,pulses and nuts,Beans (white),100 Pounds,502.26,64.8915
2014-07-15,vegetables and fruits,"Avocados (Hass, medium size)",7 KG,127.5,16.4729
2014-07-15,vegetables and fruits,Bananas (medium size),100 Pounds,100.0,12.9199
2014-07-15,vegetables and fruits,Cabbage,27 KG,35.71,4.6137
2014-07-15,vegetables and fruits,Carrots,13.92 KG,57.86,7.4755
2014-07-15,vegetables and fruits,"Lemons (Persa, medium size)",110 KG,178.36,23.0439
2014-07-15,vegetables and fruits,Melons (cantaloupe),75 KG,508.36,65.6796
2014-07-15,vegetables and fruits,Oranges (Piña),18.9 KG,60.0,7.7519
2014-07-15,vegetables and fruits,"Oranges (Valencia, medium size)",23.9 KG,82.57,10.668
2014-07-15,vegetables and fruits,Papaya,40 Pounds,73.14,9.4496
2014-07-15,vegetables and fruits,Peach (medium size),6.85 KG,136.71,17.6628
2014-07-15,vegetables and fruits,Pineapples,105 KG,290.29,37.5052
2014-07-15,vegetables and fruits,Plantains (big size),29 KG,112.14,14.4884
2014-07-15,vegetables and fruits,Plantains (medium size),20.5 KG,91.43,11.8127
2014-07-15,vegetables and fruits,Strawberries,40 Pounds,58.29,7.531
2014-07-15,vegetables and fruits,Watermelons,177.35 KG,1023.79,132.2726
2014-08-15,cereals and tubers,Maize (white),100 Pounds,153.6,19.6169
2014-08-15,cereals and tubers,"Maize (white, biofortified)",100 Pounds,155.5,19.8595
2014-08-15,cereals and tubers,Maize (yellow),100 Pounds,168.5,21.5198
2014-08-15,cereals and tubers,"Maize (yellow, biofortified)",100 Pounds,170.0,21.7114
2014-08-15,cereals and tubers,Potatoes,100 Pounds,161.94,20.6824
2014-08-15,cereals and tubers,Rice (high quality),100 Pounds,321.25,41.0281
2014-08-15,cereals and tubers,Rice (medium quality),100 Pounds,305.0,38.9527
2014-08-15,cereals and tubers,"Rice (ordinary, first quality)",45 KG,321.0,40.9962
2014-08-15,cereals and tubers,"Rice (ordinary, second quality)",45 KG,305.0,38.9527
2014-08-15,cereals and tubers,Sorghum,100 Pounds,151.95,19.4061
2014-08-15,"meat, fish and eggs",Fish (tilapia),100 Pounds,1100.0,140.4853
2014-08-15,miscellaneous food,Jalapeño pepper (big size),36 Pounds,142.5,18.1992
2014-08-15,miscellaneous food,Jalapeño pepper (medium size),36 Pounds,122.5,15.645
2014-08-15,miscellaneous food,"Lemons (Criollo, medium size)",17.5 KG,141.67,18.0932
2014-08-15,pulses and nuts,Beans (black),100 Pounds,426.35,54.4508
2014-08-15,pulses and nuts,Beans (black),45 KG,426.41,54.4585
2014-08-15,pulses and nuts,Beans (red),100 Pounds,756.9,96.6667
2014-08-15,pulses and nuts,Beans (white),100 Pounds,571.25,72.9566
2014-08-15,vegetables and fruits,"Avocados (Hass, medium size)",7 KG,118.67,15.1558
2014-08-15,vegetables and fruits,Bananas (medium size),100 Pounds,100.0,12.7714
2014-08-15,vegetables and fruits,Cabbage,27 KG,31.25,3.9911
2014-08-15,vegetables and fruits,Carrots,13.92 KG,53.75,6.8646
2014-08-15,vegetables and fruits,"Lemons (Persa, medium size)",110 KG,183.33,23.4138
2014-08-15,vegetables and fruits,Melons (cantaloupe),75 KG,436.17,55.705
2014-08-15,vegetables and fruits,Oranges (Piña),18.9 KG,55.08,7.0345
2014-08-15,vegetables and fruits,"Oranges (Valencia, medium size)",23.9 KG,103.0,13.1545
2014-08-15,vegetables and fruits,Papaya,40 Pounds,72.75,9.2912
2014-08-15,vegetables and fruits,Peach (medium size),6.85 KG,83.83,10.7063
2014-08-15,vegetables and fruits,Pineapples,105 KG,302.92,38.6871
2014-08-15,vegetables and fruits,Plantains (big size),29 KG,120.0,15.3257
2014-08-15,vegetables and fruits,Plantains (medium size),20.5 KG,100.0,12.7714
2014-08-15,vegetables and fruits,Strawberries,40 Pounds,48.0,6.1303
2014-08-15,vegetables and fruits,Watermelons,177.35 KG,847.08,108.1839
2014-09-15,cereals and tubers,Maize (white),100 Pounds,136.61,17.6499
2014-09-15,cereals and tubers,Maize (yellow),100 Pounds,153.46,19.8269
2014-09-15,cereals and tubers,Potatoes,100 Pounds,170.77,22.0633
2014-09-15,cereals and tubers,Rice (high quality),100 Pounds,325.0,41.9897
2014-09-15,cereals and tubers,Rice (medium quality),100 Pounds,309.52,39.9897
2014-09-15,cereals and tubers,"Rice (ordinary, first quality)",45 KG,325.0,41.9897
2014-09-15,cereals and tubers,"Rice (ordinary, second quality)",45 KG,309.4,39.9742
2014-09-15,cereals and tubers,Sorghum,100 Pounds,159.1,20.5556
2014-09-15,"meat, fish and eggs",Fish (tilapia),100 Pounds,1111.11,143.5543
2014-09-15,miscellaneous food,Jalapeño pepper (big size),36 Pounds,130.77,16.8953
2014-09-15,miscellaneous food,Jalapeño pepper (medium size),36 Pounds,111.92,14.4599
2014-09-15,miscellaneous food,"Lemons (Criollo, medium size)",17.5 KG,143.08,18.4858
2014-09-15,pulses and nuts,Beans (black),100 Pounds,421.24,54.4238
2014-09-15,pulses and nuts,Beans (black),45 KG,420.44,54.3204
2014-09-15,pulses and nuts,Beans (red),100 Pounds,750.81,97.0039
2014-09-15,pulses and nuts,Beans (white),100 Pounds,621.19,80.2571
2014-09-15,vegetables and fruits,"Avocados (Hass, medium size)",7 KG,104.31,13.4767
2014-09-15,vegetables and fruits,Bananas (medium size),100 Pounds,100.0,12.9199
2014-09-15,vegetables and fruits,Cabbage,27 KG,21.77,2.8127
2014-09-15,vegetables and fruits,Carrots,13.92 KG,35.0,4.522
2014-09-15,vegetables and fruits,"Lemons (Persa, medium size)",110 KG,192.31,24.8463
2014-09-15,vegetables and fruits,Melons (cantaloupe),75 KG,594.62,76.8243
2014-09-15,vegetables and fruits,Oranges (Piña),18.9 KG,35.38,4.5711
2014-09-15,vegetables and fruits,Papaya,40 Pounds,83.08,10.7339
2014-09-15,vegetables and fruits,Peach (medium size),6.85 KG,103.0,13.3075
2014-09-15,vegetables and fruits,Pineapples,105 KG,360.15,46.531
2014-09-15,vegetables and fruits,Plantains (big size),29 KG,120.0,15.5039
2014-09-15,vegetables and fruits,Plantains (medium size),20.5 KG,101.08,13.0594
2014-09-15,vegetables and fruits,Strawberries,40 Pounds,101.0,13.0491
2014-09-15,vegetables and fruits,Watermelons,177.35 KG,982.0,126.8734
2014-10-15,cereals and tubers,Maize (white),100 Pounds,125.73,16.4568
2014-10-15,cereals and tubers,Maize (yellow),100 Pounds,129.73,16.9804
2014-10-15,cereals and tubers,Potatoes,100 Pounds,174.52,22.8434
2014-10-15,cereals and tubers,Rice (high quality),100 Pounds,317.57,41.5668
2014-10-15,cereals and tubers,Rice (medium quality),100 Pounds,304.05,39.7971
2014-10-15,cereals and tubers,"Rice (ordinary, first quality)",45 KG,317.8,41.5969
2014-10-15,cereals and tubers,"Rice (ordinary, second quality)",45 KG,304.67,39.8783
2014-10-15,cereals and tubers,Sorghum,100 Pounds,141.9,18.5733
2014-10-15,"meat, fish and eggs",Fish (tilapia),100 Pounds,1100.0,143.9791
2014-10-15,miscellaneous food,Jalapeño pepper (big size),36 Pounds,145.71,19.072
2014-10-15,miscellaneous food,Jalapeño pepper (medium size),36 Pounds,127.86,16.7356
2014-10-15,miscellaneous food,"Lemons (Criollo, medium size)",17.5 KG,165.0,21.5969
2014-10-15,pulses and nuts,Beans (black),100 Pounds,417.76,54.6806
2014-10-15,pulses and nuts,Beans (black),45 KG,423.67,55.4542
2014-10-15,pulses and nuts,Beans (red),100 Pounds,809.29,105.928
2014-10-15,pulses and nuts,Beans (white),100 Pounds,681.43,89.1924
2014-10-15,vegetables and fruits,"Avocados (Hass, medium size)",7 KG,97.5,12.7618
2014-10-15,vegetables and fruits,Bananas (medium size),100 Pounds,100.0,13.089
2014-10-15,vegetables and fruits,Cabbage,27 KG,30.71,4.0196
2014-10-15,vegetables and fruits,Carrots,13.92 KG,27.14,3.5524
2014-10-15,vegetables and fruits,"Lemons (Persa, medium size)",110 KG,232.14,30.3848
2014-10-15,vegetables and fruits,Melons (cantaloupe),75 KG,557.21,72.9332
2014-10-15,vegetables and fruits,Oranges (Piña),18.9 KG,24.43,3.1976
2014-10-15,vegetables and fruits,"Oranges (Valencia, medium size)",23.9 KG,47.0,6.1518
2014-10-15,vegetables and fruits,Papaya,40 Pounds,81.21,10.6296
2014-10-15,vegetables and fruits,Peach (medium size),6.85 KG,103.0,13.4817
2014-10-15,vegetables and fruits,Pineapples,105 KG,386.64,50.6073
2014-10-15,vegetables and fruits,Plantains (big size),29 KG,131.07,17.1558
2014-10-15,vegetables and fruits,Plantains (medium size),20.5 KG,111.14,14.5471
2014-10-15,vegetables and fruits,Strawberries,40 Pounds,128.14,16.7723
2014-10-15,vegetables and fruits,Watermelons,177.35 KG,835.43,109.3495
2014-11-15,cereals and tubers,Maize (white),100 Pounds,128.3,16.8267
2014-11-15,cereals and tubers,Maize (yellow),100 Pounds,128.55,16.8595
2014-11-15,cereals and tubers,Potatoes,100 Pounds,155.65,20.4133
2014-11-15,cereals and tubers,Rice (high quality),100 Pounds,316.85,41.5553
2014-11-15,cereals and tubers,Rice (medium quality),100 Pounds,304.1,39.8831
2014-11-15,cereals and tubers,"Rice (ordinary, first quality)",45 KG,317.1,41.5881
2014-11-15,cereals and tubers,"Rice (ordinary, second quality)",45 KG,304.25,39.9028
2014-11-15,cereals and tubers,Sorghum,100 Pounds,131.35,17.2267
2014-11-15,"meat, fish and eggs",Fish (tilapia),100 Pounds,1000.0,131.1513
2014-11-15,miscellaneous food,Jalapeño pepper (big size),36 Pounds,133.33,17.4864
2014-11-15,miscellaneous food,Jalapeño pepper (medium size),36 Pounds,113.33,14.8634
2014-11-15,miscellaneous food,"Lemons (Criollo, medium size)",17.5 KG,200.0,26.2303
2014-11-15,pulses and nuts,Beans (black),100 Pounds,406.7,53.3392
2014-11-15,pulses and nuts,Beans (black),45 KG,409.95,53.7655
2014-11-15,pulses and nuts,Beans (red),100 Pounds,675.85,88.6386
2014-11-15,pulses and nuts,Beans (white),100 Pounds,752.45,98.6848
2014-11-15,vegetables and fruits,"Avocados (Hass, medium size)",7 KG,92.5,12.1315
2014-11-15,vegetables and fruits,Bananas (medium size),100 Pounds,100.0,13.1151
2014-11-15,vegetables and fruits,Cabbage,27 KG,31.67,4.1536
2014-11-15,vegetables and fruits,Carrots,13.92 KG,24.58,3.2237
2014-11-15,vegetables and fruits,"Lemons (Persa, medium size)",110 KG,300.0,39.3454
2014-11-15,vegetables and fruits,Melons (cantaloupe),75 KG,466.67,61.2044
2014-11-15,vegetables and fruits,Oranges (Piña),18.9 KG,21.0,2.7542
