date,category,commodity,unit,gtqprice,usdprice
2013-03-15,vegetables and fruits,"Lemons (Persa, medium size)",110 KG,550.0,70.4225
2013-03-15,vegetables and fruits,Melons (cantaloupe),75 KG,405.56,51.9283
2013-03-15,vegetables and fruits,Oranges (Piña),18.9 KG,40.56,5.1933
2013-03-15,vegetables and fruits,"Oranges (Valencia, medium size)",23.9 KG,50.0,6.402
2013-03-15,vegetables and fruits,Pineapples,105 KG,330.56,42.3252
2013-03-15,vegetables and fruits,Plantains (big size),29 KG,122.22,15.6492
2013-03-15,vegetables and fruits,Plantains (medium size),20.5 KG,90.56,11.5954
2013-03-15,vegetables and fruits,Strawberries,40 Pounds,142.22,18.21
2013-03-15,vegetables and fruits,Watermelons,177.35 KG,950.0,121.6389
2013-04-15,cereals and tubers,Maize (white),100 Pounds,126.53,16.2426
2013-04-15,cereals and tubers,Maize (yellow),100 Pounds,140.0,17.9718
2013-04-15,cereals and tubers,Potatoes,100 Pounds,170.3,21.8614
2013-04-15,cereals and tubers,Rice (high quality),100 Pounds,321.59,41.2824
2013-04-15,cereals and tubers,Rice (medium quality),100 Pounds,286.59,36.7895
2013-04-15,cereals and tubers,"Rice (ordinary, first quality)",45 KG,321.6,41.2837
2013-04-15,cereals and tubers,"Rice (ordinary, second quality)",45 KG,286.6,36.7908
2013-04-15,cereals and tubers,Sorghum,100 Pounds,120.68,15.4917
2013-04-15,"meat, fish and eggs",Fish (tilapia),100 Pounds,1010.0,129.6534
2013-04-15,miscellaneous food,Jalapeño pepper (big size),36 Pounds,153.41,19.6932
2013-04-15,miscellaneous food,Jalapeño pepper (medium size),36 Pounds,130.45,16.7458
2013-04-15,miscellaneous food,"Lemons (Criollo, medium size)",17.5 KG,232.95,29.9037
2013-04-15,pulses and nuts,Beans (black),100 Pounds,328.64,42.1874
2013-04-15,pulses and nuts,Beans (black),45 KG,328.5,42.1694
2013-04-15,pulses and nuts,Beans (red),100 Pounds,344.09,44.1707
2013-04-15,pulses and nuts,Beans (white),100 Pounds,350.45,44.9872
2013-04-15,vegetables and fruits,"Avocados (Hass, medium size)",7 KG,97.73,12.5456
2013-04-15,vegetables and fruits,Bananas (medium size),100 Pounds,100.0,12.837
2013-04-15,vegetables and fruits,Cabbage,27 KG,42.05,5.3979
2013-04-15,vegetables and fruits,Carrots,13.92 KG,32.73,4.2015
2013-04-15,vegetables and fruits,"Lemons (Persa, medium size)",110 KG,536.36,68.8524
2013-04-15,vegetables and fruits,Melons (cantaloupe),75 KG,325.0,41.7202
2013-04-15,vegetables and fruits,Oranges (Piña),18.9 KG,41.59,5.3389
2013-04-15,vegetables and fruits,"Oranges (Valencia, medium size)",23.9 KG,50.0,6.4185
2013-04-15,vegetables and fruits,Pineapples,105 KG,363.64,46.6804
2013-04-15,vegetables and fruits,Plantains (big size),29 KG,116.36,14.9371
2013-04-15,vegetables and fruits,Plantains (medium size),20.5 KG,90.0,11.5533
2013-04-15,vegetables and fruits,Strawberries,40 Pounds,104.09,13.362
2013-04-15,vegetables and fruits,Watermelons,177.35 KG,943.18,121.0757
2013-05-15,cereals and tubers,Maize (white),100 Pounds,132.9,17.1928
2013-05-15,cereals and tubers,Maize (yellow),100 Pounds,140.0,18.1113
2013-05-15,cereals and tubers,Potatoes,100 Pounds,178.24,23.0578
2013-05-15,cereals and tubers,Rice (high quality),100 Pounds,321.32,41.5679
2013-05-15,cereals and tubers,Rice (medium quality),100 Pounds,282.77,36.5809
2013-05-15,cereals and tubers,"Rice (ordinary, first quality)",45 KG,321.25,41.5589
2013-05-15,cereals and tubers,"Rice (ordinary, second quality)",45 KG,282.6,36.5589
2013-05-15,cereals and tubers,Sorghum,100 Pounds,127.27,16.4644
2013-05-15,"meat, fish and eggs",Fish (tilapia),100 Pounds,1044.44,135.1151
2013-05-15,miscellaneous food,Jalapeño pepper (big size),36 Pounds,183.06,23.6818
2013-05-15,miscellaneous food,Jalapeño pepper (medium size),36 Pounds,148.88,19.26
2013-05-15,miscellaneous food,"Lemons (Criollo, medium size)",17.5 KG,133.22,17.2342
2013-05-15,pulses and nuts,Beans (black),100 Pounds,330.77,42.7904
2013-05-15,pulses and nuts,Beans (black),45 KG,330.45,42.749
2013-05-15,pulses and nuts,Beans (red),100 Pounds,344.91,44.6197
2013-05-15,pulses and nuts,Beans (white),100 Pounds,347.59,44.9664
2013-05-15,vegetables and fruits,"Avocados (Hass, medium size)",7 KG,104.56,13.5265
2013-05-15,vegetables and fruits,Bananas (medium size),100 Pounds,100.17,12.9586
2013-05-15,vegetables and fruits,Cabbage,27 KG,41.65,5.3881
2013-05-15,vegetables and fruits,Carrots,13.92 KG,31.41,4.0634
2013-05-15,vegetables and fruits,"Lemons (Persa, medium size)",110 KG,332.39,43.0
2013-05-15,vegetables and fruits,Melons (cantaloupe),75 KG,403.83,52.2419
2013-05-15,vegetables and fruits,Oranges (Piña),18.9 KG,43.78,5.6636
2013-05-15,vegetables and fruits,"Oranges (Valencia, medium size)",23.9 KG,52.56,6.7995
2013-05-15,vegetables and fruits,Pineapples,105 KG,347.17,44.912
2013-05-15,vegetables and fruits,Plantains (big size),29 KG,111.72,14.4528
2013-05-15,vegetables and fruits,Plantains (medium size),20.5 KG,82.83,10.7154
2013-05-15,vegetables and fruits,Strawberries,40 Pounds,79.56,10.2924
2013-05-15,vegetables and fruits,Watermelons,177.35 KG,826.11,106.8706
2013-06-15,cereals and tubers,Maize (white),100 Pounds,147.2,18.8385
2013-06-15,cereals and tubers,"Maize (white, biofortified)",100 Pounds,148.6,19.0177
2013-06-15,cereals and tubers,Maize (yellow),100 Pounds,152.8,19.5552
2013-06-15,cereals and tubers,Potatoes,100 Pounds,181.39,23.2137
2013-06-15,cereals and tubers,Rice (high quality),100 Pounds,320.7,41.0429
2013-06-15,cereals and tubers,Rice (medium quality),100 Pounds,284.65,36.4293
2013-06-15,cereals and tubers,"Rice (ordinary, first quality)",45 KG,320.7,41.0429
2013-06-15,cereals and tubers,"Rice (ordinary, second quality)",45 KG,284.45,36.4037
2013-06-15,cereals and tubers,Sorghum,100 Pounds,130.6,16.7141
2013-06-15,"meat, fish and eggs",Fish (tilapia),100 Pounds,1042.86,133.4643
2013-06-15,miscellaneous food,Jalapeño pepper (big size),36 Pounds,125.42,16.0511
2013-06-15,miscellaneous food,Jalapeño pepper (medium size),36 Pounds,102.5,13.1179
2013-06-15,miscellaneous food,"Lemons (Criollo, medium size)",17.5 KG,112.0,14.3337
2013-06-15,pulses and nuts,Beans (black),100 Pounds,346.2,44.3064
2013-06-15,pulses and nuts,Beans (black),45 KG,345.6,44.2296
2013-06-15,pulses and nuts,Beans (red),100 Pounds,346.4,44.332
2013-06-15,pulses and nuts,Beans (white),100 Pounds,350.55,44.8631
2013-06-15,vegetables and fruits,"Avocados (Hass, medium size)",7 KG,109.67,14.0355
2013-06-15,vegetables and fruits,Bananas (medium size),100 Pounds,100.0,12.7979
2013-06-15,vegetables and fruits,Cabbage,27 KG,39.58,5.0654
2013-06-15,vegetables and fruits,Carrots,13.92 KG,36.25,4.6392
2013-06-15,vegetables and fruits,"Lemons (Persa, medium size)",110 KG,225.67,28.881
2013-06-15,vegetables and fruits,Melons (cantaloupe),75 KG,631.83,80.861
2013-06-15,vegetables and fruits,Oranges (Piña),18.9 KG,49.43,6.326
2013-06-15,vegetables and fruits,"Oranges (Valencia, medium size)",23.9 KG,63.42,8.1164
2013-06-15,vegetables and fruits,Peach (medium size),6.85 KG,104.33,13.3521
2013-06-15,vegetables and fruits,Pineapples,105 KG,351.83,45.0269
2013-06-15,vegetables and fruits,Plantains (big size),29 KG,98.08,12.5522
2013-06-15,vegetables and fruits,Plantains (medium size),20.5 KG,75.58,9.6727
2013-06-15,vegetables and fruits,Strawberries,40 Pounds,76.58,9.8006
2013-06-15,vegetables and fruits,Watermelons,177.35 KG,792.83,101.4657
2013-07-15,cereals and tubers,Maize (white),100 Pounds,157.02,20.0793
2013-07-15,cereals and tubers,"Maize (white, biofortified)",100 Pounds,160.0,20.4604
2013-07-15,cereals and tubers,Maize (yellow),100 Pounds,166.79,21.3286
2013-07-15,cereals and tubers,"Maize (yellow, biofortified)",100 Pounds,160.53,20.5281
2013-07-15,cereals and tubers,Potatoes,100 Pounds,159.28,20.3687
2013-07-15,cereals and tubers,Rice (high quality),100 Pounds,322.14,41.1944
2013-07-15,cereals and tubers,Rice (medium quality),100 Pounds,289.68,37.0435
2013-07-15,cereals and tubers,"Rice (ordinary, first quality)",45 KG,322.12,41.1918
2013-07-15,cereals and tubers,"Rice (ordinary, second quality)",45 KG,289.58,37.0307
2013-07-15,cereals and tubers,Sorghum,100 Pounds,135.27,17.298
2013-07-15,"meat, fish and eggs",Fish (tilapia),100 Pounds,1044.44,133.5601
2013-07-15,miscellaneous food,Jalapeño pepper (big size),36 Pounds,83.57,10.6867
2013-07-15,miscellaneous food,Jalapeño pepper (medium size),36 Pounds,64.29,8.2212
2013-07-15,miscellaneous food,"Lemons (Criollo, medium size)",17.5 KG,85.86,10.9795
2013-07-15,pulses and nuts,Beans (black),100 Pounds,350.55,44.8274
2013-07-15,pulses and nuts,Beans (black),45 KG,350.56,44.8286
2013-07-15,pulses and nuts,Beans (red),100 Pounds,349.27,44.6637
2013-07-15,pulses and nuts,Beans (white),100 Pounds,352.64,45.0946
2013-07-15,vegetables and fruits,"Avocados (Hass, medium size)",7 KG,116.5,14.8977
2013-07-15,vegetables and fruits,Bananas (medium size),100 Pounds,100.0,12.7877
2013-07-15,vegetables and fruits,Cabbage,27 KG,34.64,4.4297
2013-07-15,vegetables and fruits,Carrots,13.92 KG,31.43,4.0192
2013-07-15,vegetables and fruits,"Lemons (Persa, medium size)",110 KG,169.07,21.6202
2013-07-15,vegetables and fruits,Melons (cantaloupe),75 KG,663.36,84.8286
2013-07-15,vegetables and fruits,Oranges (Piña),18.9 KG,35.0,4.4757
2013-07-15,vegetables and fruits,"Oranges (Valencia, medium size)",23.9 KG,73.5,9.399
2013-07-15,vegetables and fruits,Peach (medium size),6.85 KG,78.57,10.0473
2013-07-15,vegetables and fruits,Pineapples,105 KG,286.79,36.6739
2013-07-15,vegetables and fruits,Plantains (big size),29 KG,94.21,12.0473
2013-07-15,vegetables and fruits,Plantains (medium size),20.5 KG,78.5,10.0384
2013-07-15,vegetables and fruits,Strawberries,40 Pounds,63.71,8.1471
2013-07-15,vegetables and fruits,Watermelons,177.35 KG,712.0,91.0486
2013-08-15,cereals and tubers,Maize (white),100 Pounds,154.28,19.5787
2013-08-15,cereals and tubers,Maize (yellow),100 Pounds,168.0,21.3198
2013-08-15,cereals and tubers,"Maize (yellow, biofortified)",100 Pounds,158.75,20.1459
2013-08-15,cereals and tubers,Potatoes,100 Pounds,124.49,15.7982
2013-08-15,cereals and tubers,Rice (high quality),100 Pounds,322.33,40.9048
2013-08-15,cereals and tubers,Rice (medium quality),100 Pounds,288.67,36.6332
2013-08-15,cereals and tubers,"Rice (ordinary, first quality)",45 KG,322.0,40.8629
2013-08-15,cereals and tubers,"Rice (ordinary, second quality)",45 KG,288.83,36.6536
2013-08-15,cereals and tubers,Sorghum,100 Pounds,137.9,17.5
2013-08-15,"meat, fish and eggs",Fish (tilapia),100 Pounds,1100.0,139.5939
2013-08-15,miscellaneous food,Jalapeño pepper (big size),36 Pounds,108.46,13.764
2013-08-15,miscellaneous food,Jalapeño pepper (medium size),36 Pounds,86.77,11.0114
2013-08-15,miscellaneous food,"Lemons (Criollo, medium size)",17.5 KG,67.69,8.5901
2013-08-15,pulses and nuts,Beans (black),100 Pounds,330.86,41.9873
2013-08-15,pulses and nuts,Beans (black),45 KG,332.2,42.1574
2013-08-15,pulses and nuts,Beans (red),100 Pounds,337.71,42.8566
2013-08-15,pulses and nuts,Beans (white),100 Pounds,347.19,44.0596
2013-08-15,vegetables and fruits,"Avocados (Hass, medium size)",7 KG,116.23,14.75
2013-08-15,vegetables and fruits,Bananas (medium size),100 Pounds,100.0,12.6904
2013-08-15,vegetables and fruits,Cabbage,27 KG,22.31,2.8312
2013-08-15,vegetables and fruits,Carrots,13.92 KG,37.31,4.7348
2013-08-15,vegetables and fruits,"Lemons (Persa, medium size)",110 KG,156.0,19.797
2013-08-15,vegetables and fruits,Melons (cantaloupe),75 KG,573.15,72.7348
2013-08-15,vegetables and fruits,Oranges (Piña),18.9 KG,22.77,2.8896
2013-08-15,vegetables and fruits,"Oranges (Valencia, medium size)",23.9 KG,71.0,9.0102
2013-08-15,vegetables and fruits,Peach (medium size),6.85 KG,64.54,8.1904
2013-08-15,vegetables and fruits,Pineapples,105 KG,332.54,42.2005
2013-08-15,vegetables and fruits,Plantains (big size),29 KG,104.23,13.2272
2013-08-15,vegetables and fruits,Plantains (medium size),20.5 KG,82.71,10.4962
2013-08-15,vegetables and fruits,Strawberries,40 Pounds,54.46,6.9112
2013-08-15,vegetables and fruits,Watermelons,177.35 KG,774.38,98.2716
2013-09-15,cereals and tubers,Maize (white),100 Pounds,142.72,17.9639
2013-09-15,cereals and tubers,Maize (yellow),100 Pounds,159.88,20.1238
2013-09-15,cereals and tubers,"Maize (yellow, biofortified)",100 Pounds,152.0,19.1319
2013-09-15,cereals and tubers,Potatoes,100 Pounds,121.67,15.3139
2013-09-15,cereals and tubers,Rice (high quality),100 Pounds,322.74,40.6226
2013-09-15,cereals and tubers,Rice (medium quality),100 Pounds,289.79,36.4752
2013-09-15,cereals and tubers,"Rice (ordinary, first quality)",45 KG,322.75,40.6239
2013-09-15,cereals and tubers,"Rice (ordinary, second quality)",45 KG,289.8,36.4765
2013-09-15,cereals and tubers,Sorghum,100 Pounds,140.0,17.6215
2013-09-15,"meat, fish and eggs",Fish (tilapia),100 Pounds,1125.0,141.6013
2013-09-15,miscellaneous food,Jalapeño pepper (big size),36 Pounds,92.31,11.6189
2013-09-15,miscellaneous food,Jalapeño pepper (medium size),36 Pounds,71.92,9.0524
2013-09-15,miscellaneous food,"Lemons (Criollo, medium size)",17.5 KG,55.08,6.9328
2013-09-15,pulses and nuts,Beans (black),100 Pounds,341.79,43.0204
2013-09-15,pulses and nuts,Beans (black),45 KG,341.58,42.9939
2013-09-15,pulses and nuts,Beans (red),100 Pounds,337.05,42.4238
2013-09-15,pulses and nuts,Beans (white),100 Pounds,353.05,44.4376
2013-09-15,vegetables and fruits,"Avocados (Hass, medium size)",7 KG,102.23,12.8675
2013-09-15,vegetables and fruits,Bananas (medium size),100 Pounds,100.0,12.5868
2013-09-15,vegetables and fruits,Cabbage,27 KG,21.69,2.7301
2013-09-15,vegetables and fruits,Carrots,13.92 KG,30.92,3.8918
2013-09-15,vegetables and fruits,"Lemons (Persa, medium size)",110 KG,150.23,18.9091
2013-09-15,vegetables and fruits,Melons (cantaloupe),75 KG,649.92,81.804
2013-09-15,vegetables and fruits,Oranges (Piña),18.9 KG,20.69,2.6042
2013-09-15,vegetables and fruits,Peach (medium size),6.85 KG,105.31,13.2551
2013-09-15,vegetables and fruits,Pineapples,105 KG,359.0,45.1866
2013-09-15,vegetables and fruits,Plantains (big size),29 KG,115.46,14.5327
2013-09-15,vegetables and fruits,Plantains (medium size),20.5 KG,92.77,11.6768
2013-09-15,vegetables and fruits,Strawberries,40 Pounds,88.23,11.1053
2013-09-15,vegetables and fruits,Watermelons,177.35 KG,1125.62,141.6794
2013-10-15,cereals and tubers,Maize (white),100 Pounds,119.87,15.059
2013-10-15,cereals and tubers,Maize (yellow),100 Pounds,144.85,18.1972
2013-10-15,cereals and tubers,Potatoes,100 Pounds,144.18,18.1131
2013-10-15,cereals and tubers,Rice (high quality),100 Pounds,324.05,40.7098
2013-10-15,cereals and tubers,Rice (medium quality),100 Pounds,289.71,36.3957
2013-10-15,cereals and tubers,"Rice (ordinary, first quality)",45 KG,324.04,40.7085
2013-10-15,cereals and tubers,"Rice (ordinary, second quality)",45 KG,289.68,36.392
2013-10-15,cereals and tubers,Sorghum,100 Pounds,134.57,16.9058
2013-10-15,"meat, fish and eggs",Fish (tilapia),100 Pounds,1000.0,125.6281
2013-10-15,miscellaneous food,Jalapeño pepper (big size),36 Pounds,79.62,10.0025
2013-10-15,miscellaneous food,Jalapeño pepper (medium size),36 Pounds,65.54,8.2337
2013-10-15,miscellaneous food,"Lemons (Criollo, medium size)",17.5 KG,65.54,8.2337
2013-10-15,pulses and nuts,Beans (black),100 Pounds,337.71,42.4259
2013-10-15,pulses and nuts,Beans (black),45 KG,337.91,42.451
2013-10-15,pulses and nuts,Beans (red),100 Pounds,338.29,42.4987
2013-10-15,pulses and nuts,Beans (white),100 Pounds,355.48,44.6583
2013-10-15,vegetables and fruits,"Avocados (Hass, medium size)",7 KG,90.92,11.4221
2013-10-15,vegetables and fruits,Bananas (medium size),100 Pounds,100.0,12.5628
2013-10-15,vegetables and fruits,Cabbage,27 KG,25.46,3.1985
2013-10-15,vegetables and fruits,Carrots,13.92 KG,27.54,3.4598
2013-10-15,vegetables and fruits,"Lemons (Persa, medium size)",110 KG,150.0,18.8442
2013-10-15,vegetables and fruits,Melons (cantaloupe),75 KG,659.0,82.7889
2013-10-15,vegetables and fruits,Oranges (Piña),18.9 KG,23.85,2.9962
2013-10-15,vegetables and fruits,"Oranges (Valencia, medium size)",23.9 KG,48.45,6.0867
2013-10-15,vegetables and fruits,Pineapples,105 KG,321.92,40.4422
2013-10-15,vegetables and fruits,Plantains (big size),29 KG,122.08,15.3367
2013-10-15,vegetables and fruits,Plantains (medium size),20.5 KG,95.31,11.9736
2013-10-15,vegetables and fruits,Strawberries,40 Pounds,75.92,9.5377
2013-10-15,vegetables and fruits,Watermelons,177.35 KG,830.77,104.3681
2013-11-15,cereals and tubers,Maize (white),100 Pounds,110.45,13.9633
2013-11-15,cereals and tubers,Maize (yellow),100 Pounds,131.75,16.6561
2013-11-15,cereals and tubers,Potatoes,100 Pounds,149.22,18.8647
2013-11-15,cereals and tubers,Rice (high quality),100 Pounds,325.0,41.0872
2013-11-15,cereals and tubers,Rice (medium quality),100 Pounds,294.5,37.2314
2013-11-15,cereals and tubers,"Rice (ordinary, first quality)",45 KG,325.0,41.0872
2013-11-15,cereals and tubers,"Rice (ordinary, second quality)",45 KG,294.25,37.1997
2013-11-15,cereals and tubers,Sorghum,100 Pounds,128.7,16.2705
2013-11-15,"meat, fish and eggs",Fish (tilapia),100 Pounds,925.0,116.9406
2013-11-15,miscellaneous food,Jalapeño pepper (big size),36 Pounds,87.5,11.0619
2013-11-15,miscellaneous food,Jalapeño pepper (medium size),36 Pounds,77.5,9.7977
2013-11-15,miscellaneous food,"Lemons (Criollo, medium size)",17.5 KG,209.75,26.5171
2013-11-15,pulses and nuts,Beans (black),100 Pounds,323.1,40.847
2013-11-15,pulses and nuts,Beans (black),45 KG,324.25,40.9924
2013-11-15,pulses and nuts,Beans (red),100 Pounds,334.5,42.2882
2013-11-15,pulses and nuts,Beans (white),100 Pounds,350.5,44.311
2013-11-15,vegetables and fruits,"Avocados (Hass, medium size)",7 KG,85.42,10.799
2013-11-15,vegetables and fruits,Bananas (medium size),100 Pounds,100.0,12.6422
2013-11-15,vegetables and fruits,Cabbage,27 KG,19.83,2.507
2013-11-15,vegetables and fruits,Carrots,13.92 KG,24.17,3.0556
2013-11-15,vegetables and fruits,"Lemons (Persa, medium size)",110 KG,255.58,32.311
2013-11-15,vegetables and fruits,Melons (cantaloupe),75 KG,480.5,60.7459
2013-11-15,vegetables and fruits,Oranges (Piña),18.9 KG,22.25,2.8129
2013-11-15,vegetables and fruits,"Oranges (Valencia, medium size)",23.9 KG,47.08,5.952
2013-11-15,vegetables and fruits,Pineapples,105 KG,268.83,33.9861
2013-11-15,vegetables and fruits,Plantains (big size),29 KG,120.0,15.1707
2013-11-15,vegetables and fruits,Plantains (medium size),20.5 KG,96.42,12.1896
2013-11-15,vegetables and fruits,Strawberries,40 Pounds,69.75,8.818
2013-11-15,vegetables and fruits,Watermelons,177.35 KG,527.75,66.7193
2013-12-15,cereals and tubers,Maize (white),100 Pounds,110.0,13.9701
2013-12-15,cereals and tubers,Maize (yellow),100 Pounds,128.58,16.3297
2013-12-15,cereals and tubers,Potatoes,100 Pounds,190.28,24.1657
2013-12-15,cereals and tubers,Rice (high quality),100 Pounds,322.14,40.912
2013-12-15,cereals and tubers,Rice (medium quality),100 Pounds,293.57,37.2836
2013-12-15,cereals and tubers,"Rice (ordinary, first quality)",45 KG,322.67,40.9793
2013-12-15,cereals and tubers,"Rice (ordinary, second quality)",45 KG,293.8,37.3128
2013-12-15,cereals and tubers,Sorghum,100 Pounds,126.43,16.0567
2013-12-15,"meat, fish and eggs",Fish (tilapia),100 Pounds,900.0,114.3006
2013-12-15,miscellaneous food,Jalapeño pepper (big size),36 Pounds,102.22,12.982
2013-12-15,miscellaneous food,Jalapeño pepper (medium size),36 Pounds,87.22,11.077
2013-12-15,miscellaneous food,"Lemons (Criollo, medium size)",17.5 KG,220.44,27.996
2013-12-15,pulses and nuts,Beans (black),100 Pounds,310.93,39.4883
2013-12-15,pulses and nuts,Beans (black),45 KG,311.5,39.5607
2013-12-15,pulses and nuts,Beans (red),100 Pounds,343.21,43.5879
2013-12-15,pulses and nuts,Beans (white),100 Pounds,350.0,44.4502
2013-12-15,vegetables and fruits,"Avocados (Hass, medium size)",7 KG,88.78,11.2751
2013-12-15,vegetables and fruits,Bananas (medium size),100 Pounds,100.0,12.7001
2013-12-15,vegetables and fruits,Cabbage,27 KG,20.0,2.54
2013-12-15,vegetables and fruits,Carrots,13.92 KG,25.0,3.175
2013-12-15,vegetables and fruits,"Lemons (Persa, medium size)",110 KG,292.33,37.1261
2013-12-15,vegetables and fruits,Melons (cantaloupe),75 KG,370.44,47.0461
2013-12-15,vegetables and fruits,Oranges (Piña),18.9 KG,34.38,4.3663
2013-12-15,vegetables and fruits,"Oranges (Valencia, medium size)",23.9 KG,50.22,6.378
2013-12-15,vegetables and fruits,Pineapples,105 KG,294.33,37.3801
2013-12-15,vegetables and fruits,Plantains (big size),29 KG,120.33,15.282
2013-12-15,vegetables and fruits,Plantains (medium size),20.5 KG,99.33,12.615
2013-12-15,vegetables and fruits,Strawberries,40 Pounds,106.0,13.4621
2013-12-15,vegetables and fruits,Watermelons,177.35 KG,874.22,111.0265
2014-01-15,cereals and tubers,Maize (white),100 Pounds,117.95,15.0639
2014-01-15,cereals and tubers,Maize (yellow),100 Pounds,123.15,15.728
2014-01-15,cereals and tubers,Potatoes,100 Pounds,187.5,23.9464
2014-01-15,cereals and tubers,Rice (high quality),100 Pounds,322.21,41.1507
2014-01-15,cereals and tubers,Rice (medium quality),100 Pounds,291.19,37.189
2014-01-15,cereals and tubers,"Rice (ordinary, first quality)",45 KG,321.95,41.1175
2014-01-15,cereals and tubers,"Rice (ordinary, second quality)",45 KG,291.0,37.1648
2014-01-15,cereals and tubers,Sorghum,100 Pounds,120.67,15.4112
2014-01-15,"meat, fish and eggs",Fish (tilapia),100 Pounds,975.0,124.5211
2014-01-15,miscellaneous food,Jalapeño pepper (big size),36 Pounds,93.08,11.8876
2014-01-15,miscellaneous food,Jalapeño pepper (medium size),36 Pounds,78.85,10.0702
2014-01-15,miscellaneous food,"Lemons (Criollo, medium size)",17.5 KG,315.38,40.2784
2014-01-15,pulses and nuts,Beans (black),100 Pounds,301.33,38.484
2014-01-15,pulses and nuts,Beans (black),45 KG,301.65,38.5249
2014-01-15,pulses and nuts,Beans (red),100 Pounds,336.1,42.9246
2014-01-15,pulses and nuts,Beans (white),100 Pounds,347.95,44.4381
2014-01-15,vegetables and fruits,"Avocados (Hass, medium size)",7 KG,90.54,11.5632
2014-01-15,vegetables and fruits,Bananas (medium size),100 Pounds,100.0,12.7714
2014-01-15,vegetables and fruits,Cabbage,27 KG,29.62,3.7829
2014-01-15,vegetables and fruits,Carrots,13.92 KG,26.92,3.4381
2014-01-15,vegetables and fruits,"Lemons (Persa, medium size)",110 KG,442.31,56.4891
2014-01-15,vegetables and fruits,Melons (cantaloupe),75 KG,479.62,61.2542
2014-01-15,vegetables and fruits,Oranges (Piña),18.9 KG,40.0,5.1086
2014-01-15,vegetables and fruits,"Oranges (Valencia, medium size)",23.9 KG,52.31,6.6807
2014-01-15,vegetables and fruits,Pineapples,105 KG,325.77,41.6054
2014-01-15,vegetables and fruits,Plantains (big size),29 KG,120.38,15.3742
2014-01-15,vegetables and fruits,Plantains (medium size),20.5 KG,94.62,12.0843
2014-01-15,vegetables and fruits,Strawberries,40 Pounds,79.69,10.1775
2014-01-15,vegetables and fruits,Watermelons,177.35 KG,673.15,85.9706
2014-02-15,cereals and tubers,Maize (white),100 Pounds,118.5,15.2642
2014-02-15,cereals and tubers,"Maize (white, biofortified)",100 Pounds,120.0,15.4575
2014-02-15,cereals and tubers,Maize (yellow),100 Pounds,116.2,14.968
2014-02-15,cereals and tubers,Potatoes,100 Pounds,186.39,24.0093
2014-02-15,cereals and tubers,Rice (high quality),100 Pounds,324.0,41.7351
2014-02-15,cereals and tubers,Rice (medium quality),100 Pounds,295.0,37.9996
2014-02-15,cereals and tubers,"Rice (ordinary, first quality)",45 KG,323.9,41.7222
2014-02-15,cereals and tubers,"Rice (ordinary, second quality)",45 KG,295.0,37.9996
2014-02-15,cereals and tubers,Sorghum,100 Pounds,110.25,14.2015
2014-02-15,"meat, fish and eggs",Fish (tilapia),100 Pounds,1000.0,128.8121
2014-02-15,miscellaneous food,Jalapeño pepper (big size),36 Pounds,92.5,11.9151
2014-02-15,miscellaneous food,Jalapeño pepper (medium size),36 Pounds,77.92,10.037
2014-02-15,miscellaneous food,"Lemons (Criollo, medium size)",17.5 KG,475.0,61.1858
2014-02-15,pulses and nuts,Beans (black),100 Pounds,307.45,39.6033
2014-02-15,pulses and nuts,Beans (black),45 KG,307.2,39.5711
2014-02-15,pulses and nuts,Beans (red),100 Pounds,346.5,44.6334
2014-02-15,pulses and nuts,Beans (white),100 Pounds,449.45,57.8946
2014-02-15,vegetables and fruits,"Avocados (Hass, medium size)",7 KG,97.92,12.6133
2014-02-15,vegetables and fruits,Bananas (medium size),100 Pounds,100.0,12.8812
2014-02-15,vegetables and fruits,Cabbage,27 KG,23.75,3.0593
2014-02-15,vegetables and fruits,Carrots,13.92 KG,26.25,3.3813
2014-02-15,vegetables and fruits,"Lemons (Persa, medium size)",110 KG,913.92,117.724
2014-02-15,vegetables and fruits,Melons (cantaloupe),75 KG,511.33,65.8655
2014-02-15,vegetables and fruits,Oranges (Piña),18.9 KG,36.25,4.6694
2014-02-15,vegetables and fruits,"Oranges (Valencia, medium size)",23.9 KG,55.0,7.0847
2014-02-15,vegetables and fruits,Papaya,40 Pounds,61.43,7.9129
2014-02-15,vegetables and fruits,Pineapples,105 KG,362.58,46.7047
2014-02-15,vegetables and fruits,Plantains (big size),29 KG,126.25,16.2625
2014-02-15,vegetables and fruits,Plantains (medium size),20.5 KG,105.0,13.5253
2014-02-15,vegetables and fruits,Strawberries,40 Pounds,74.17,9.554
2014-02-15,vegetables and fruits,Watermelons,177.35 KG,777.83,100.1939
2014-03-15,cereals and tubers,Maize (white),100 Pounds,128.25,16.5924
2014-03-15,cereals and tubers,"Maize (white, biofortified)",100 Pounds,129.5,16.7541
2014-03-15,cereals and tubers,Maize (yellow),100 Pounds,125.3,16.2108
2014-03-15,cereals and tubers,Potatoes,100 Pounds,168.21,21.7618
2014-03-15,cereals and tubers,Rice (high quality),100 Pounds,329.33,42.6072
2014-03-15,cereals and tubers,Rice (medium quality),100 Pounds,300.57,38.8864
2014-03-15,cereals and tubers,"Rice (ordinary, first quality)",45 KG,329.05,42.571
2014-03-15,cereals and tubers,"Rice (ordinary, second quality)",45 KG,299.85,38.7933
2014-03-15,cereals and tubers,Sorghum,100 Pounds,116.1,15.0205
