,mes,ADM2_PCODE,n_pixels,lon,lat,precipitacion,tmin,tmax,mes_anterior,anio_anterior,vim,pred
66460,2,101,6.0,-90.47941810000002,14.63543071,3.0698965,14.373239500000002,24.71788,0.4476,0.3674,0.4027666666666666,0.4363375184278198
66775,3,101,6.0,-90.47941810000002,14.63543071,0.0,15.049009,26.260149,0.4027666666666666,0.353,0.3748,0.4037736787368421
67090,4,101,6.0,-90.47941810000002,14.63543071,42.328136,17.011082,27.706213,0.3748,0.392,0.3972333333333333,0.40801908053407415
67405,5,101,6.0,-90.47941810000002,14.63543071,266.77615,17.558102,26.366446,0.3972333333333333,0.4713,0.4743333333333333,0.4738371034949603
67720,6,101,6.0,-90.47941810000002,14.63543071,145.235,17.030952,24.051409,0.4743333333333333,0.5256333333333334,0.5553333333333333,0.5315686758872711
68035,7,101,6.0,-90.47941810000002,14.63543071,192.91261,16.937256,24.150827,0.5553333333333333,0.5275,0.5744,0.5807149321075009
68350,8,101,6.0,-90.47941810000002,14.63543071,195.70757,16.773506,24.656298,0.5744,0.526,0.5976666666666667,0.5889423246103744
68665,9,101,6.0,-90.47941810000002,14.63543071,340.6925,16.730171,25.200296,0.5976666666666667,0.5535666666666667,0.5938333333333333,0.6218083453973742
68980,10,101,6.0,-90.47941810000002,14.63543071,209.43454,16.504992,24.365225,0.5938333333333333,0.5579666666666667,0.5721666666666666,0.6126091077481234
69295,11,101,6.0,-90.47941810000002,14.63543071,73.286415,15.894442,23.473227,0.5721666666666666,0.5297,0.5424666666666667,0.5805849009767118
69610,12,101,6.0,-90.47941810000002,14.63543071,0.4468534,13.722151000000002,22.583633,0.5424666666666667,0.4883999999999999,0.5003000000000001,0.539007277761602
69925,1,101,6.0,-90.47941810000002,14.63543071,4.0496616,13.940138,23.14081,0.5003000000000001,0.4476,0.4517,0.4968450799812101
70240,2,101,6.0,-90.47941810000002,14.63543071,7.42688,13.336112,23.829565,0.4517,0.4027666666666666,0.4128,0.45038164181918505
70555,3,101,6.0,-90.47941810000002,14.63543071,0.07670754,14.541818999999998,25.041275,0.4128,0.3748,0.3924666666666667,0.41923008795593364
70870,4,101,6.0,-90.47941810000002,14.63543071,48.07928999999999,16.770727,25.327036,0.3924666666666667,0.3972333333333333,0.4233,0.42755295808828214
